model,accession,phage,metadata,host,taxonomic_level,host_reasoning,host_confidence,host_source,host_found,thermal_range,temperature,thermal_reasoning,thermal_confidence,thermal_found,paper_dir,paper_dir_size,host_paper_dir,host_paper_dir_size,duration,decision,nodes,timings,JSONDecodeError,summary_file,relevant_accession_papers,relevant_accession_dir_size,relevant_host_papers,relevant_host_dir_size,error_message
gemma4:e4b,WZK93392,Bacillus phage BvP,"{""uid"": ""2718395883"", ""accession"": ""WZK93392"", ""title"": ""protein RecA [Bacillus phage BvP]"", ""organism"": ""Bacillus phage BvP"", ""taxonId"": 3138561, ""sequence_length"": 403, ""create_date"": ""2024/04/22"", ""update_date"": ""2024/04/22"", ""dbsource"": ""insd"", ""extra"": ""gi|2718395883|gb|WZK93392.1|"", ""host"": ""Bacillus velezensis""}",Bacillus velezensis,species,The metadata explicitly states the 'host' as 'Bacillus velezensis'.,,metadata,True,mesophile,,"Multiple papers cite optimal growth temperatures around 25°C to 37°C (e.g., 37°C in PMC13063675.1.txt, 30°C in PMC13158395.1.txt, 37°C in PMC13164281.1.txt). The general range of these optimal temperatures (25–37°C) falls squarely within the definition of mesophiles. While some papers test higher temperatures (up to 60°C in PMC13164281.1.txt), the *optimal* growth conditions consistently point to the mesophilic range. The most definitive classification comes from PMC13063675.1.txt, which explicitly states: 'Mesophilic growth: The organism exhibits growth within a mesophilic range (optimum 37 °C).' This explicit statement, combined with the clustering of optimal temperatures, leads to the mesophile classification.",,True,TMP_results/accessions/WZK93392/library/accession_lit,5,TMP_results/accessions/WZK93392/library/host_lit,10,1043.84,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 26.24, ""ClassifyHostMetadata"": 2.0, ""FilterRelevantLiterature"": 230.26, ""FilterRelevantHostLiterature"": 360.58, ""ClassifySummary"": 8.1}",False,TMP_results/accessions/WZK93392/summary/summary.txt,[],0,"['PMC13063675.1.txt', 'PMC13009492.1.txt', 'PMC13163911.1.txt', 'PMC13072481.1.txt', 'PMC12973664.1.txt', 'PMC13158395.1.txt', 'PMC13001227.1.txt', 'PMC13164281.1.txt', 'PMC13164806.1.txt']",9,
gemma4:e4b,WZE64652,Escherichia phage Ge15,"{""uid"": ""2716693550"", ""accession"": ""WZE64652"", ""title"": ""UvsX RecA-like recombination protein [Escherichia phage Ge15]"", ""organism"": ""Escherichia phage Ge15"", ""taxonId"": 3126175, ""sequence_length"": 393, ""create_date"": ""2024/04/17"", ""update_date"": ""2024/04/17"", ""dbsource"": ""insd"", ""extra"": ""gi|2716693550|gb|WZE64652.1|"", ""host"": ""Escherichia coli str. K-12 substr MG1655"", ""country"": ""Georgia"", ""collection_date"": ""23-Jun-2023"", ""note"": ""NRG P0073""}",Escherichia coli str. K-12 substr MG1655,strain,The metadata explicitly states the host in the 'host' field as 'Escherichia coli str. K-12 substr MG1655'.,,metadata,True,mesophile,,"Several papers report incubation or optimal growth temperatures at 37°C (PMC9614321.1.txt, PMC13113784.1.txt, PMC13113462.1.txt). The human gut environment, which is the context for several studies (PMC11782027.1.txt, PMC7188308.1.txt), is typically considered a mesophilic niche. While some studies lack explicit classification, the consistent use of 37°C as a standard lab condition strongly suggests a mesophilic tendency for the majority of the analyzed organisms.",,True,TMP_results/accessions/WZE64652/library/accession_lit,1,TMP_results/accessions/WZE64652/library/host_lit,10,655.5099999999999,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 21.6, ""ClassifyHostMetadata"": 2.52, ""FilterRelevantLiterature"": 47.39, ""FilterRelevantHostLiterature"": 301.03, ""ClassifySummary"": 6.17}",False,TMP_results/accessions/WZE64652/summary/summary.txt,[],0,"['PMC11782027.1.txt', 'PMC6022435.1.txt', 'PMC9614321.1.txt', 'PMC13113784.1.txt', 'PMC13154413.1.txt', 'PMC13118254.1.txt', 'PMC13113462.1.txt', 'PMC7188308.1.txt']",8,
gemma4:e4b,WPJ56242,Klebsiella phage RCIP0102,"{""uid"": ""2622977047"", ""accession"": ""WPJ56242"", ""title"": ""recombination and repair protein [Klebsiella phage RCIP0102]"", ""organism"": ""Klebsiella phage RCIP0102"", ""taxonId"": 3094270, ""sequence_length"": 391, ""create_date"": ""2024/04/15"", ""update_date"": ""2024/04/15"", ""dbsource"": ""insd"", ""extra"": ""gi|2622977047|gb|WPJ56242.1|"", ""host"": ""Klebsiella pneumoniae"", ""country"": ""China"", ""isolation_source"": ""sewage""}",Klebsiella pneumoniae,species,The metadata explicitly states 'host': 'Klebsiella pneumoniae'.,,metadata,True,mesophile,,"Multiple papers (PMC13162225.1.txt, 42118066.txt, 42135663.txt) discuss isolates from human/hospital/sewage sources. The most specific data point is from PMC13162225.1.txt, which explicitly states that assays were performed at 37°C. Since 37°C is the standard optimal growth temperature for human pathogens and is characteristic of mesophiles, this strongly suggests a mesophilic nature. No evidence points towards extreme cold (psychrophile) or extreme heat (thermophile).",,True,TMP_results/accessions/WPJ56242/library/accession_lit,8,TMP_results/accessions/WPJ56242/library/host_lit,9,648.13,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 38.59, ""ClassifyHostMetadata"": 1.93, ""FilterRelevantLiterature"": 263.71, ""FilterRelevantHostLiterature"": 178.66, ""ClassifySummary"": 4.97}",False,TMP_results/accessions/WPJ56242/summary/summary.txt,['42118066.txt'],1,"['PMC13169396.1.txt', 'PMC13170388.1.txt', 'PMC13168360.1.txt', '42135663.txt', 'PMC13162225.1.txt']",5,
gemma4:e4b,WPJ52625,Klebsiella phage RCIP0052,"{""uid"": ""2622973380"", ""accession"": ""WPJ52625"", ""title"": ""recombination and repair protein [Klebsiella phage RCIP0052]"", ""organism"": ""Klebsiella phage RCIP0052"", ""taxonId"": 3094220, ""sequence_length"": 385, ""create_date"": ""2024/04/15"", ""update_date"": ""2024/04/15"", ""dbsource"": ""insd"", ""extra"": ""gi|2622973380|gb|WPJ52625.1|"", ""host"": ""Klebsiella pneumoniae"", ""country"": ""China"", ""isolation_source"": ""sewage""}",Klebsiella pneumoniae,species,The metadata explicitly states 'host': 'Klebsiella pneumoniae'.,,metadata,True,mesophile,,"The most specific and consistent temperature data point across the summaries is the use of 37°C for incubation and assays (PMC13162225.1.txt). 37°C is the standard optimal growth temperature for human pathogens, which are typically classified as mesophiles. While no explicit classification is given, the consistent use of 37°C strongly suggests mesophilic conditions. Other papers lack any temperature data, making the 37°C data the deciding factor for inference.",,True,TMP_results/accessions/WPJ52625/library/accession_lit,8,TMP_results/accessions/WPJ52625/library/host_lit,9,650.0699999999999,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 40.08, ""ClassifyHostMetadata"": 1.97, ""FilterRelevantLiterature"": 263.59, ""FilterRelevantHostLiterature"": 178.87, ""ClassifySummary"": 4.3}",False,TMP_results/accessions/WPJ52625/summary/summary.txt,['42118066.txt'],1,"['PMC13169396.1.txt', 'PMC13170388.1.txt', 'PMC13168360.1.txt', '42135663.txt', 'PMC13162225.1.txt']",5,
gemma4:e4b,WPJ51230,Klebsiella phage RCIP0032,"{""uid"": ""2622971965"", ""accession"": ""WPJ51230"", ""title"": ""recombination and repair protein [Klebsiella phage RCIP0032]"", ""organism"": ""Klebsiella phage RCIP0032"", ""taxonId"": 3094200, ""sequence_length"": 391, ""create_date"": ""2024/04/15"", ""update_date"": ""2024/04/15"", ""dbsource"": ""insd"", ""extra"": ""gi|2622971965|gb|WPJ51230.1|"", ""host"": ""Klebsiella pneumoniae"", ""country"": ""China"", ""isolation_source"": ""sewage""}",Klebsiella pneumoniae,species,The metadata explicitly states 'host': 'Klebsiella pneumoniae'.,,metadata,True,mesophile,,"The most specific and consistent temperature data point across the summaries is the use of 37°C for incubation and assays (PMC13162225.1.txt). 37°C is the standard optimal growth temperature for human pathogens, which are typically classified as mesophiles. While no explicit classification is given, the consistent use of 37°C strongly suggests mesophilic conditions. Other papers lack any temperature data, making the 37°C data the deciding factor for inference.",,True,TMP_results/accessions/WPJ51230/library/accession_lit,8,TMP_results/accessions/WPJ51230/library/host_lit,9,655.74,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 40.95, ""ClassifyHostMetadata"": 1.94, ""FilterRelevantLiterature"": 263.9, ""FilterRelevantHostLiterature"": 178.89, ""ClassifySummary"": 4.36}",False,TMP_results/accessions/WPJ51230/summary/summary.txt,['42118066.txt'],1,"['PMC13169396.1.txt', 'PMC13170388.1.txt', 'PMC13168360.1.txt', '42135663.txt', 'PMC13162225.1.txt']",5,
gemma4:e4b,WPJ50052,Klebsiella phage RCIP0023,"{""uid"": ""2622970778"", ""accession"": ""WPJ50052"", ""title"": ""recombination and repair protein [Klebsiella phage RCIP0023]"", ""organism"": ""Klebsiella phage RCIP0023"", ""taxonId"": 3094191, ""sequence_length"": 370, ""create_date"": ""2024/04/15"", ""update_date"": ""2024/04/15"", ""dbsource"": ""insd"", ""extra"": ""gi|2622970778|gb|WPJ50052.1|"", ""host"": ""Klebsiella pneumoniae"", ""country"": ""China"", ""isolation_source"": ""sewage""}",Klebsiella pneumoniae,species,The metadata explicitly states 'host': 'Klebsiella pneumoniae'.,,metadata,True,mesophile,,"The most specific and consistent temperature data point across the summaries is the use of 37°C for incubation and assays (PMC13162225.1.txt). 37°C is the standard optimal growth temperature for human pathogens, which are typically classified as mesophiles. While no explicit classification is given, the consistent use of 37°C strongly suggests mesophilic conditions. Other papers lack any temperature data, making the 37°C data the deciding factor for inference.",,True,TMP_results/accessions/WPJ50052/library/accession_lit,8,TMP_results/accessions/WPJ50052/library/host_lit,9,646.17,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 32.52, ""ClassifyHostMetadata"": 1.97, ""FilterRelevantLiterature"": 264.26, ""FilterRelevantHostLiterature"": 178.88, ""ClassifySummary"": 4.29}",False,TMP_results/accessions/WPJ50052/summary/summary.txt,['42118066.txt'],1,"['PMC13169396.1.txt', 'PMC13170388.1.txt', 'PMC13168360.1.txt', '42135663.txt', 'PMC13162225.1.txt']",5,
gemma4:e4b,WPJ49804,Klebsiella phage RCIP0021,"{""uid"": ""2622970528"", ""accession"": ""WPJ49804"", ""title"": ""recombination and repair protein [Klebsiella phage RCIP0021]"", ""organism"": ""Klebsiella phage RCIP0021"", ""taxonId"": 3094189, ""sequence_length"": 385, ""create_date"": ""2024/04/15"", ""update_date"": ""2024/04/15"", ""dbsource"": ""insd"", ""extra"": ""gi|2622970528|gb|WPJ49804.1|"", ""host"": ""Klebsiella pneumoniae"", ""country"": ""China"", ""isolation_source"": ""sewage""}",Klebsiella pneumoniae,species,The metadata explicitly states 'host': 'Klebsiella pneumoniae'.,,metadata,True,mesophile,,"The most consistent and frequently cited temperature across multiple papers is 37°C. This temperature (37°C) is the standard optimal growth temperature for many human-associated pathogens and commensals, which aligns with the source environments (wastewater, hospital sewage, clinical setting). While no paper explicitly states 'mesophile,' the consistent use of 37°C strongly suggests mesophilic conditions, as this temperature falls within the typical range for mesophiles (generally 20°C to 45°C). None of the papers provide evidence for extreme cold (psychrophile) or extreme heat (thermophile) adaptation.",,True,TMP_results/accessions/WPJ49804/library/accession_lit,8,TMP_results/accessions/WPJ49804/library/host_lit,9,693.19,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 43.15, ""ClassifyHostMetadata"": 1.94, ""FilterRelevantLiterature"": 275.44, ""FilterRelevantHostLiterature"": 245.43, ""ClassifySummary"": 4.47}",False,TMP_results/accessions/WPJ49804/summary/summary.txt,"['PMC13172314.1.txt', '42118066.txt']",2,"['42135663.txt', 'PMC13162225.1.txt']",2,
gemma4:e4b,WPJ49532,Klebsiella phage RCIP0020,"{""uid"": ""2622970255"", ""accession"": ""WPJ49532"", ""title"": ""recombination and repair protein [Klebsiella phage RCIP0020]"", ""organism"": ""Klebsiella phage RCIP0020"", ""taxonId"": 3094188, ""sequence_length"": 385, ""create_date"": ""2024/04/15"", ""update_date"": ""2024/04/15"", ""dbsource"": ""insd"", ""extra"": ""gi|2622970255|gb|WPJ49532.1|"", ""host"": ""Klebsiella pneumoniae"", ""country"": ""China"", ""isolation_source"": ""sewage""}",Klebsiella pneumoniae,species,The metadata explicitly states 'host': 'Klebsiella pneumoniae'.,,metadata,True,mesophile,,"The most consistent and frequently cited incubation temperature across multiple papers is 37°C. Standard human body temperature (37°C) is the classic benchmark for mesophilic organisms. While no paper explicitly states 'mesophile,' the consistent use of 37°C for culturing, biofilm assays, and gene expression analysis strongly suggests the organisms are adapted to this moderate temperature range, which defines mesophiles. None of the papers provide evidence for extreme cold (psychrophile) or extreme heat (thermophile) adaptation.",,True,TMP_results/accessions/WPJ49532/library/accession_lit,8,TMP_results/accessions/WPJ49532/library/host_lit,9,688.3199999999999,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 35.38, ""ClassifyHostMetadata"": 1.98, ""FilterRelevantLiterature"": 275.79, ""FilterRelevantHostLiterature"": 245.36, ""ClassifySummary"": 4.16}",False,TMP_results/accessions/WPJ49532/summary/summary.txt,"['PMC13172314.1.txt', '42118066.txt']",2,"['42135663.txt', 'PMC13162225.1.txt']",2,
gemma4:e4b,WPJ48896,Klebsiella phage RCIP0012,"{""uid"": ""2622969611"", ""accession"": ""WPJ48896"", ""title"": ""recombination and repair protein [Klebsiella phage RCIP0012]"", ""organism"": ""Klebsiella phage RCIP0012"", ""taxonId"": 3094180, ""sequence_length"": 361, ""create_date"": ""2024/04/15"", ""update_date"": ""2024/04/15"", ""dbsource"": ""insd"", ""extra"": ""gi|2622969611|gb|WPJ48896.1|"", ""host"": ""Klebsiella pneumoniae"", ""country"": ""China"", ""isolation_source"": ""sewage""}",Klebsiella pneumoniae,species,The metadata explicitly states 'host': 'Klebsiella pneumoniae'.,,metadata,True,mesophile,,"The most definitive evidence comes from the paper PMC13162225.1.txt, which explicitly states that all key assays were performed at an 'Optimal growth temperature: 37°C' and 'incubated at 37°C'. Since 37°C is the standard human body temperature, organisms optimally growing at this temperature are classified as mesophiles. While other papers mention 24°C or general clinical settings, the consistent and specific mention of 37°C points strongly to mesophilic adaptation.",,True,TMP_results/accessions/WPJ48896/library/accession_lit,5,TMP_results/accessions/WPJ48896/library/host_lit,9,417.3,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 27.84, ""ClassifyHostMetadata"": 1.98, ""FilterRelevantLiterature"": 65.29, ""FilterRelevantHostLiterature"": 245.53, ""ClassifySummary"": 4.2}",False,TMP_results/accessions/WPJ48896/summary/summary.txt,"['42118066.txt', '42130958.txt']",2,"['42135663.txt', 'PMC13162225.1.txt']",2,
gemma4:e4b,WPJ48449,Klebsiella phage RCIP0009,"{""uid"": ""2622969161"", ""accession"": ""WPJ48449"", ""title"": ""recombination and repair protein [Klebsiella phage RCIP0009]"", ""organism"": ""Klebsiella phage RCIP0009"", ""taxonId"": 3094177, ""sequence_length"": 385, ""create_date"": ""2024/04/15"", ""update_date"": ""2024/04/15"", ""dbsource"": ""insd"", ""extra"": ""gi|2622969161|gb|WPJ48449.1|"", ""host"": ""Klebsiella pneumoniae"", ""country"": ""China"", ""isolation_source"": ""sewage""}",Klebsiella pneumoniae,species,The metadata explicitly states 'host': 'Klebsiella pneumoniae'.,,metadata,True,mesophile,,"The most consistent and frequently cited incubation temperature across multiple papers is 37°C. Standard human body temperature (37°C) is the classic benchmark for mesophilic organisms. While no paper explicitly states 'mesophile,' the consistent use of 37°C for culturing, biofilm assays, and gene expression analysis strongly suggests the organisms are adapted to this moderate temperature range, which defines mesophiles. None of the papers provide evidence for extreme cold (psychrophile) or extreme heat (thermophile) adaptation.",,True,TMP_results/accessions/WPJ48449/library/accession_lit,8,TMP_results/accessions/WPJ48449/library/host_lit,9,689.11,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 35.43, ""ClassifyHostMetadata"": 1.97, ""FilterRelevantLiterature"": 274.97, ""FilterRelevantHostLiterature"": 245.81, ""ClassifySummary"": 4.15}",False,TMP_results/accessions/WPJ48449/summary/summary.txt,"['PMC13172314.1.txt', '42118066.txt']",2,"['42135663.txt', 'PMC13162225.1.txt']",2,
gemma4:e4b,WPJ48172,Klebsiella phage RCIP0008,"{""uid"": ""2622968883"", ""accession"": ""WPJ48172"", ""title"": ""recombination and repair protein [Klebsiella phage RCIP0008]"", ""organism"": ""Klebsiella phage RCIP0008"", ""taxonId"": 3094176, ""sequence_length"": 385, ""create_date"": ""2024/04/15"", ""update_date"": ""2024/04/15"", ""dbsource"": ""insd"", ""extra"": ""gi|2622968883|gb|WPJ48172.1|"", ""host"": ""Klebsiella pneumoniae"", ""country"": ""China"", ""isolation_source"": ""sewage""}",Klebsiella pneumoniae,species,The metadata explicitly states 'host': 'Klebsiella pneumoniae'.,,metadata,True,mesophile,,"The most informative paper (PMC11782208.1.txt) shows an optimal growth temperature of 37°C and stable activity across a range including 30°C to 70°C. The consistent use of 37°C as the standard incubation temperature in multiple papers (PMC11782208.1.txt and PMC13162225.1.txt) strongly suggests mesophilic conditions. While some papers lack data, the convergence on 37°C points to mesophily.",,True,TMP_results/accessions/WPJ48172/library/accession_lit,4,TMP_results/accessions/WPJ48172/library/host_lit,9,418.68,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 22.54, ""ClassifyHostMetadata"": 1.98, ""FilterRelevantLiterature"": 52.4, ""FilterRelevantHostLiterature"": 245.55, ""ClassifySummary"": 4.38}",False,TMP_results/accessions/WPJ48172/summary/summary.txt,"['42118066.txt', 'PMC11782208.1.txt']",2,"['42135663.txt', 'PMC13162225.1.txt']",2,
ERROR,WPJ47821,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Expecting value: line 1 column 1 (char 0)
gemma4:e4b,WPJ47352,Klebsiella phage RCIP0002,"{""uid"": ""2622968057"", ""accession"": ""WPJ47352"", ""title"": ""recombination and repair protein [Klebsiella phage RCIP0002]"", ""organism"": ""Klebsiella phage RCIP0002"", ""taxonId"": 3094170, ""sequence_length"": 385, ""create_date"": ""2024/04/15"", ""update_date"": ""2024/04/15"", ""dbsource"": ""insd"", ""extra"": ""gi|2622968057|gb|WPJ47352.1|"", ""host"": ""Klebsiella pneumoniae"", ""country"": ""China"", ""isolation_source"": ""sewage""}",Klebsiella pneumoniae,species,The metadata explicitly states 'host': 'Klebsiella pneumoniae'.,,metadata,True,mesophile,,"Multiple papers report optimal or standard incubation/assay temperatures at 37°C (PMC12042119.1.txt and PMC13162225.1.txt). A temperature optimum of 37°C is characteristic of mesophiles, which thrive in moderate temperatures, such as those found in the human body (clinical/hospital setting). Since no evidence points to growth at significantly lower (psychrophile) or significantly higher (thermophile) temperatures, mesophile is the most appropriate inference based on the provided data.",,True,TMP_results/accessions/WPJ47352/library/accession_lit,4,TMP_results/accessions/WPJ47352/library/host_lit,9,433.0,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 23.03, ""ClassifyHostMetadata"": 1.98, ""FilterRelevantLiterature"": 60.19, ""FilterRelevantHostLiterature"": 245.37, ""ClassifySummary"": 4.16}",False,TMP_results/accessions/WPJ47352/summary/summary.txt,"['PMC12042119.1.txt', '42118066.txt']",2,"['42135663.txt', 'PMC13162225.1.txt']",2,
gemma4:e4b,WXW92973,Streptomyces phage Amabiko,"{""uid"": ""2704286926"", ""accession"": ""WXW92973"", ""title"": ""RecA-like DNA recombinase [Streptomyces phage Amabiko]"", ""organism"": ""Streptomyces phage Amabiko"", ""taxonId"": 3121342, ""sequence_length"": 334, ""create_date"": ""2024/03/31"", ""update_date"": ""2024/03/31"", ""dbsource"": ""insd"", ""extra"": ""gi|2704286926|gb|WXW92973.1|"", ""lab_host"": ""Streptomyces scabiei RL-34"", ""country"": ""USA: Baltimore, MD"", ""isolation_source"": ""soil"", ""lat_lon"": ""39.256230 N 76.712860 W"", ""collection_date"": ""01-Oct-2022"", ""collected_by"": ""Kirsten Tran & Heba Bakry"", ""identified_by"": ""Kirsten Tran & Heba Bakry""}",Streptomyces scabiei RL-34,strain,The metadata explicitly contains the key 'lab_host' with the value 'Streptomyces scabiei RL-34'.,,metadata,True,mesophile,,"The majority of the papers report incubation or optimal growth temperatures around 28°C to 30°C. Specifically, PMC8914351.1.txt explicitly states: ""The organism exhibits mesophilic growth conditions, as optimal growth was observed at 28 °C."" Furthermore, PMC8552735.1.txt reports optimal growth at 28°C, and the other papers use 30°C. Since 28-30°C falls squarely within the typical mesophilic range (generally 20°C to 45°C), mesophile is the most strongly supported classification.",,True,TMP_results/accessions/WXW92973/library/accession_lit,1,TMP_results/accessions/WXW92973/library/host_lit,4,298.96999999999997,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 12.73, ""ClassifyHostMetadata"": 2.31, ""FilterRelevantLiterature"": 8.34, ""FilterRelevantHostLiterature"": 123.47, ""ClassifySummary"": 4.69}",False,TMP_results/accessions/WXW92973/summary/summary.txt,['PMC11237712.1.txt'],1,"['PMC10652959.1.txt', 'PMC8914351.1.txt', 'PMC11385150.1.txt', 'PMC8552735.1.txt']",4,
gemma4:e4b,WXW92576,Streptomyces phage Enygma,"{""uid"": ""2704286526"", ""accession"": ""WXW92576"", ""title"": ""RecA-like DNA recombinase [Streptomyces phage Enygma]"", ""organism"": ""Streptomyces phage Enygma"", ""taxonId"": 3126620, ""sequence_length"": 334, ""create_date"": ""2024/03/31"", ""update_date"": ""2024/03/31"", ""dbsource"": ""insd"", ""extra"": ""gi|2704286526|gb|WXW92576.1|"", ""lab_host"": ""Streptomyces mirabilis NRRL B-2400"", ""country"": ""USA: Catonsville, MD"", ""isolation_source"": ""soil"", ""lat_lon"": ""39.243828 N 76.722214 W"", ""collection_date"": ""02-Sep-2020"", ""collected_by"": ""Timothy Agnes"", ""identified_by"": ""Timothy Agnes""}",Streptomyces mirabilis NRRL B-2400,strain,The metadata explicitly lists 'lab_host' as 'Streptomyces mirabilis NRRL B-2400'.,,metadata,True,mesophile,,"The majority of the provided papers (PMC13097060.1.txt, PMC11465772.1.txt, and PMC11008112.1.txt) utilized 30°C as the primary incubation or optimal growth temperature. Mesophiles are organisms that thrive at moderate temperatures, typically between 20°C and 45°C, and 30°C falls squarely within this range. While no paper explicitly states 'mesophile,' the consistent use of 30°C strongly suggests mesophilic conditions for the studied organisms/phages.",,True,TMP_results/accessions/WXW92576/library/accession_lit,5,TMP_results/accessions/WXW92576/library/host_lit,3,138.6,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 18.38, ""ClassifyHostMetadata"": 2.44, ""FilterRelevantLiterature"": 45.27, ""FilterRelevantHostLiterature"": 25.3, ""ClassifySummary"": 4.4}",False,TMP_results/accessions/WXW92576/summary/summary.txt,"['PMC13097060.1.txt', '42089638.txt']",2,"['PMC11465772.1.txt', 'PMC11008112.1.txt']",2,
gemma4:e4b,WWT49612,Escherichia phage 236Ecol005PP,"{""uid"": ""2694566762"", ""accession"": ""WWT49612"", ""title"": ""recombination and repair protein [Escherichia phage 236Ecol005PP]"", ""organism"": ""Escherichia phage 236Ecol005PP"", ""taxonId"": 3128044, ""sequence_length"": 393, ""create_date"": ""2024/03/11"", ""update_date"": ""2024/03/11"", ""dbsource"": ""insd"", ""extra"": ""gi|2694566762|gb|WWT49612.1|"", ""host"": ""Escherichia coli"", ""country"": ""Poland"", ""collection_date"": ""2017""}",Escherichia coli,species,The metadata explicitly contains the key 'host' with the value 'Escherichia coli'.,,metadata,True,mesophile,,"The first paper provides the most comprehensive data. It notes that 'optimal performance at 4–20 °C' and suggests 'mesophilic conditions' based on stability data. The second and fourth papers lack any thermal data. The third paper shows optimal activity at 37 °C and stability up to 50 °C, which is also consistent with a mesophile (human body temperature is 37°C). Given the explicit suggestion of 'mesophilic environmental conditions' in the summary for the first paper, and the general range of optimal activity (4-37°C) across the available data, mesophile is the best overall classification.",,True,TMP_results/accessions/WWT49612/library/accession_lit,10,TMP_results/accessions/WWT49612/library/host_lit,10,680.2299999999999,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 38.82, ""ClassifyHostMetadata"": 2.03, ""FilterRelevantLiterature"": 311.55, ""FilterRelevantHostLiterature"": 204.05, ""ClassifySummary"": 4.75}",False,TMP_results/accessions/WWT49612/summary/summary.txt,"['PMC13173640.1.txt', '42107219.txt', 'PMC13153029.1.txt']",3,['42134508.txt'],1,
