model,accession,phage,metadata,host,taxonomic_level,host_reasoning,host_confidence,host_source,host_found,thermal_range,temperature,thermal_reasoning,thermal_confidence,thermal_found,paper_dir,host_paper_dir,duration,decision,nodes,timings,JSONDecodeError,thermal_source,inference_type,host_paper,thermal_paper,error_message
gemma4:e4b,UWG09164,Bacteriophage sp.,"{""uid"": ""2295235582"", ""accession"": ""UWG09164"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 336, ""create_date"": ""2022/09/11"", ""update_date"": ""2022/09/11"", ""dbsource"": ""insd"", ""extra"": ""gi|2295235582|gb|UWG09164.1|"", ""isolate"": ""2714_9469"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UWG09164/library/accession_lit,,2.13,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.13}",False,metadata,inferred,,,
gemma4:e4b,UWF95006,Bacteriophage sp.,"{""uid"": ""2295215161"", ""accession"": ""UWF95006"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 328, ""create_date"": ""2022/09/11"", ""update_date"": ""2022/09/11"", ""dbsource"": ""insd"", ""extra"": ""gi|2295215161|gb|UWF95006.1|"", ""isolate"": ""2126_62926"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UWF95006/library/accession_lit,,2.14,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.14}",False,metadata,inferred,,,
gemma4:e4b,UWF93719,Bacteriophage sp.,"{""uid"": ""2295213853"", ""accession"": ""UWF93719"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 382, ""create_date"": ""2022/09/11"", ""update_date"": ""2022/09/11"", ""dbsource"": ""insd"", ""extra"": ""gi|2295213853|gb|UWF93719.1|"", ""isolate"": ""1899_60980"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UWF93719/library/accession_lit,,2.13,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.13}",False,metadata,inferred,,,
gemma4:e4b,UWF91489,Bacteriophage sp.,"{""uid"": ""2295211587"", ""accession"": ""UWF91489"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 404, ""create_date"": ""2022/09/11"", ""update_date"": ""2022/09/11"", ""dbsource"": ""insd"", ""extra"": ""gi|2295211587|gb|UWF91489.1|"", ""isolate"": ""1851_22887"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UWF91489/library/accession_lit,,2.13,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.13}",False,metadata,inferred,,,
gemma4:e4b,UWF90421,Bacteriophage sp.,"{""uid"": ""2295210501"", ""accession"": ""UWF90421"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 404, ""create_date"": ""2022/09/11"", ""update_date"": ""2022/09/11"", ""dbsource"": ""insd"", ""extra"": ""gi|2295210501|gb|UWF90421.1|"", ""isolate"": ""1820_16661"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UWF90421/library/accession_lit,,2.14,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.14}",False,metadata,inferred,,,
gemma4:e4b,UWF86463,Bacteriophage sp.,"{""uid"": ""2295206480"", ""accession"": ""UWF86463"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 382, ""create_date"": ""2022/09/11"", ""update_date"": ""2022/09/11"", ""dbsource"": ""insd"", ""extra"": ""gi|2295206480|gb|UWF86463.1|"", ""isolate"": ""1742_73852"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UWF86463/library/accession_lit,,2.13,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.13}",False,metadata,inferred,,,
gemma4:e4b,UWF84457,Bacteriophage sp.,"{""uid"": ""2295200668"", ""accession"": ""UWF84457"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 328, ""create_date"": ""2022/09/11"", ""update_date"": ""2022/09/11"", ""dbsource"": ""insd"", ""extra"": ""gi|2295200668|gb|UWF84457.1|"", ""isolate"": ""2350_66946"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UWF84457/library/accession_lit,,2.13,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.13}",False,metadata,inferred,,,
gemma4:e4b,UVY63720,Bacteriophage sp.,"{""uid"": ""2294129776"", ""accession"": ""UVY63720"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 382, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2294129776|gb|UVY63720.1|"", ""isolate"": ""1517_9287"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVY63720/library/accession_lit,,2.12,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.12}",False,metadata,inferred,,,
gemma4:e4b,UVY58950,Bacteriophage sp.,"{""uid"": ""2294124903"", ""accession"": ""UVY58950"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 328, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2294124903|gb|UVY58950.1|"", ""isolate"": ""1397_35906"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVY58950/library/accession_lit,,2.12,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.12}",False,metadata,inferred,,,
gemma4:e4b,UVY47793,Bacteriophage sp.,"{""uid"": ""2294113533"", ""accession"": ""UVY47793"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 382, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2294113533|gb|UVY47793.1|"", ""isolate"": ""1482_41062"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The isolation source is 'feces' and the host is 'Homo sapiens'. Fecal/gut metagenomes are typically associated with mesophilic environments.,,True,TMP_results/accessions/UVY47793/library/accession_lit,,2.23,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.23}",False,metadata,inferred,,,
gemma4:e4b,UVY45357,Bacteriophage sp.,"{""uid"": ""2294111049"", ""accession"": ""UVY45357"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 336, ""create_date"": ""2022/09/04"", ""update_date"": ""2022/09/04"", ""dbsource"": ""insd"", ""extra"": ""gi|2294111049|gb|UVY45357.1|"", ""isolate"": ""1187_10776"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVY45357/library/accession_lit,,2.12,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.12}",False,metadata,inferred,,,
gemma4:e4b,UVY18385,Bacteriophage sp.,"{""uid"": ""2294108590"", ""accession"": ""UVY18385"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 328, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2294108590|gb|UVY18385.1|"", ""isolate"": ""0519_10050"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The isolation source is 'feces' and the host is 'Homo sapiens'. Fecal/gut metagenomes are typically associated with mesophilic environments.,,True,TMP_results/accessions/UVY18385/library/accession_lit,,2.23,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.23}",False,metadata,inferred,,,
gemma4:e4b,UVY15131,Bacteriophage sp.,"{""uid"": ""2294105286"", ""accession"": ""UVY15131"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 404, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2294105286|gb|UVY15131.1|"", ""isolate"": ""0452_6837"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVY15131/library/accession_lit,,2.11,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.11}",False,metadata,inferred,,,
gemma4:e4b,UVY14264,Bacteriophage sp.,"{""uid"": ""2294104405"", ""accession"": ""UVY14264"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 336, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2294104405|gb|UVY14264.1|"", ""isolate"": ""0432_59861"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVY14264/library/accession_lit,,2.12,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.12}",False,metadata,inferred,,,
gemma4:e4b,UVY13048,Bacteriophage sp.,"{""uid"": ""2294103169"", ""accession"": ""UVY13048"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 328, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2294103169|gb|UVY13048.1|"", ""isolate"": ""0403_57049"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVY13048/library/accession_lit,,2.13,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.13}",False,metadata,inferred,,,
gemma4:e4b,UVY10328,Bacteriophage sp.,"{""uid"": ""2294100405"", ""accession"": ""UVY10328"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 374, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2294100405|gb|UVY10328.1|"", ""isolate"": ""0289_39995"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVY10328/library/accession_lit,,2.12,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.12}",False,metadata,inferred,,,
gemma4:e4b,UVX97391,Bacteriophage sp.,"{""uid"": ""2294087240"", ""accession"": ""UVX97391"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 404, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2294087240|gb|UVX97391.1|"", ""isolate"": ""0199_33993"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVX97391/library/accession_lit,,2.12,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.12}",False,metadata,inferred,,,
gemma4:e4b,UVY34477,Bacteriophage sp.,"{""uid"": ""2293639628"", ""accession"": ""UVY34477"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 404, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293639628|gb|UVY34477.1|"", ""isolate"": ""0879_32589"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The isolation source is 'feces' and the host is 'Homo sapiens'. Fecal/gut metagenomes are typically associated with mesophilic environments.,,True,TMP_results/accessions/UVY34477/library/accession_lit,,2.22,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.22}",False,metadata,inferred,,,
gemma4:e4b,UVY33917,Bacteriophage sp.,"{""uid"": ""2293639058"", ""accession"": ""UVY33917"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 336, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293639058|gb|UVY33917.1|"", ""isolate"": ""0864_42901"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVY33917/library/accession_lit,,2.13,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.13}",False,metadata,inferred,,,
gemma4:e4b,UVY28423,Bacteriophage sp.,"{""uid"": ""2293633477"", ""accession"": ""UVY28423"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 336, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293633477|gb|UVY28423.1|"", ""isolate"": ""0716_28011"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The isolation source is 'feces' and the host is 'Homo sapiens'. Fecal/gut metagenomes are typically associated with mesophilic environments.,,True,TMP_results/accessions/UVY28423/library/accession_lit,,2.23,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.23}",False,metadata,inferred,,,
gemma4:e4b,UVX94050,Bacteriophage sp.,"{""uid"": ""2293624484"", ""accession"": ""UVX94050"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 404, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293624484|gb|UVX94050.1|"", ""isolate"": ""PF-P007_31376"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVX94050/library/accession_lit,,2.12,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.12}",False,metadata,inferred,,,
gemma4:e4b,UVX93068,Bacteriophage sp.,"{""uid"": ""2293623488"", ""accession"": ""UVX93068"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 382, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293623488|gb|UVX93068.1|"", ""isolate"": ""4309_27179"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVX93068/library/accession_lit,,2.12,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.12}",False,metadata,inferred,,,
gemma4:e4b,UVX89615,Bacteriophage sp.,"{""uid"": ""2293619998"", ""accession"": ""UVX89615"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 404, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293619998|gb|UVX89615.1|"", ""isolate"": ""4182_5948"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVX89615/library/accession_lit,,2.13,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.13}",False,metadata,inferred,,,
gemma4:e4b,UVX88473,Bacteriophage sp.,"{""uid"": ""2293618840"", ""accession"": ""UVX88473"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 382, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293618840|gb|UVX88473.1|"", ""isolate"": ""4145_92803"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVX88473/library/accession_lit,,2.12,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.12}",False,metadata,inferred,,,
gemma4:e4b,UVX88133,Bacteriophage sp.,"{""uid"": ""2293618496"", ""accession"": ""UVX88133"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 382, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293618496|gb|UVX88133.1|"", ""isolate"": ""4063_100815"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVX88133/library/accession_lit,,2.12,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.12}",False,metadata,inferred,,,
gemma4:e4b,UVX87975,Bacteriophage sp.,"{""uid"": ""2293618337"", ""accession"": ""UVX87975"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 404, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293618337|gb|UVX87975.1|"", ""isolate"": ""4061_49251"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVX87975/library/accession_lit,,2.12,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.12}",False,metadata,inferred,,,
gemma4:e4b,UVX85844,Bacteriophage sp.,"{""uid"": ""2293616180"", ""accession"": ""UVX85844"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 374, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293616180|gb|UVX85844.1|"", ""isolate"": ""3973_67028"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVX85844/library/accession_lit,,2.13,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.13}",False,metadata,inferred,,,
gemma4:e4b,UVX85100,Bacteriophage sp.,"{""uid"": ""2293615429"", ""accession"": ""UVX85100"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 382, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293615429|gb|UVX85100.1|"", ""isolate"": ""3935_40404"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVX85100/library/accession_lit,,2.13,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.13}",False,metadata,inferred,,,
gemma4:e4b,UVX84758,Bacteriophage sp.,"{""uid"": ""2293615083"", ""accession"": ""UVX84758"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 404, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293615083|gb|UVX84758.1|"", ""isolate"": ""3929_58712"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVX84758/library/accession_lit,,2.12,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.12}",False,metadata,inferred,,,
gemma4:e4b,UVX83625,Bacteriophage sp.,"{""uid"": ""2293613936"", ""accession"": ""UVX83625"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 382, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293613936|gb|UVX83625.1|"", ""isolate"": ""3876_130401"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVX83625/library/accession_lit,,2.13,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.13}",False,metadata,inferred,,,
gemma4:e4b,UVX81488,Bacteriophage sp.,"{""uid"": ""2293611777"", ""accession"": ""UVX81488"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 375, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293611777|gb|UVX81488.1|"", ""isolate"": ""3777_66167"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The isolation source is 'feces' and the host is 'Homo sapiens'. Fecal/gut metagenomes are typically associated with mesophilic environments.,,True,TMP_results/accessions/UVX81488/library/accession_lit,,2.23,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.23}",False,metadata,inferred,,,
